District,Rice_Fallows,Baseline_SOC,Future_Temp,Future_Precip,Temp_CV,Precip_CV,compute_flag,Mitigation_CO2,Adaptation_Stability,CSA_Index,Area_Norm,Priority_Index,Priority_Class,Net_Annual_Benefit,Net_Benefit_per_Ha
Balod,122032.37334736352,39.15790361685281,305.58856578070066,1482.3906546587068,0.01641125039276778,3.5383949752752066,True,591509.1804897246,0.3600485631268797,0.4077895432920851,0.3359555092415173,0.3773760705752551,High Performance – High Scale,24048250.744085193,197.06451726241664
Koriya,193336.70137573633,40.92182062696374,303.14569236848286,1687.4094685469995,0.01784562648381328,3.0550183086408396,True,939525.1052417841,0.3942546115128268,0.5948775664333825,0.5503441619939755,0.5766473498230011,High Performance – High Scale,38206974.547649994,197.61883944320235
Dhamtari,81253.00777799707,44.13120256183068,305.2871934020236,1618.2129794213702,0.015658156041038224,3.189957233925619,True,394511.801991445,0.38420049315491406,0.3577179918091945,0.21334537481829322,0.2909094057869065,High Performance – High Scale,16041923.402244564,197.43174857077278
Korba,210457.70912944572,39.609467777000596,304.2040008837958,1865.7999358098702,0.01721544870669097,2.9257460069675156,True,1024991.8657967529,0.40461573854761235,0.643963949486595,0.6018213988963638,0.6267639133374814,High Performance – High Scale,41691917.34050657,198.1011648989452
Raigarh,67124.58874459723,53.47357863026894,304.05342949042887,1678.6119607375315,0.007953661181758973,3.279839569304576,True,326158.16160217026,0.37822961542239686,0.3134058207585841,0.1708658675310565,0.24588178728163856,High Performance – High Scale,13263486.675390873,197.59505307149362
Jashpur,247999.07775625898,47.19520851565457,302.64959401951694,1868.4424572814366,0.016761763755648595,3.08460786786099,True,1207869.104380585,0.392051575248468,0.6736514596339901,0.7146959419280761,0.6897785413114027,High Performance – High Scale,49130678.08890392,198.10830964940538
Mahasamund,133794.29732708485,33.778930391756525,305.34176342563495,1860.0471283180477,0.01575479018769429,2.9369595650938822,True,651571.6948650451,0.40381896805076173,0.5046438090882722,0.3713197445623509,0.4463650548117376,High Performance – High Scale,26502725.09070476,198.08561067377903
Janjgir-Champa,342889.42705135775,39.276959948801284,305.4395325014513,1977.5962901261103,0.016622429803526902,2.8253891840982437,True,1672288.3137515117,0.41305146692706257,0.8521782470885759,1.0,0.9084860572158496,High Performance – High Scale,68030440.38855313,198.4034356893821
Rajnandgaon,150047.69764549396,39.482588402041046,305.23478061612144,1544.975366380624,0.016565252790905982,3.4529916371087253,True,727870.62570394,0.36566033414759874,0.46715765822598915,0.42018837138011667,0.4477707240651214,High Performance – High Scale,29594467.30345913,197.23373145904364
Gaurella Pendra Marwahi,87152.49063923393,45.38229383042436,303.67760152870653,1673.0625773866077,0.017564591930723114,3.129485236535571,True,423444.47220133146,0.38857210764480893,0.37819706630668,0.23108317864492092,0.31055478594982733,High Performance – High Scale,17219593.358499598,197.58004885689124
New Delhi,87.55400156249999,37.607142857142854,303.92257881164556,762.0890803995281,0.021721808822134925,4.096843142451127,False,,,,,,Not Eligible,,
South West,103.33226831188725,40.24327472993009,303.9692077636719,739.635414848668,0.02170749465254632,4.546143481146487,False,,,,,,Not Eligible,,
South,180.6673144531251,35.1,303.86960170579994,771.5364668720134,0.021732420306478636,4.049930710479637,False,,,,,,Not Eligible,,
North,108.61544923713232,22.57043022493994,303.87481448524875,746.3672454256863,0.021722468998267953,4.315984920120843,False,,,,,,Not Eligible,,
North West,33.2764291773897,29.621337890625,303.9401348338408,741.0615747709123,0.021727367490887366,4.4652306590357425,False,,,,,,Not Eligible,,
East,0.0,,,,,,False,,,,,,Not Eligible,,
West,38.2549734375,39.0,303.9453442682986,753.3389561673146,0.02171650871568406,4.251843847674005,False,,,,,,Not Eligible,,
North East,0.0,,303.9144168429905,757.5662628936698,0.021719392199731753,4.145097549030716,False,,,,,,Not Eligible,,
South East,0.0,39.0,304.0102108546666,786.5626865120638,0.021727041345780237,4.07649697890976,False,,,,,,Not Eligible,,
Central,0.0,,303.9153145237973,757.7208292054007,0.02171942562774917,4.14297235972374,False,,,,,,Not Eligible,,
Shahdara,0.0,,303.9314727783203,760.503022816556,0.02172002733206262,4.104718952198165,False,,,,,,Not Eligible,,
Daman,1626.1764318030039,47.13364534581383,305.21563720703125,1611.515901668463,0.008257659425683175,4.08624324491486,False,,,,,,Not Eligible,,
Dadra & Nagar Haveli,7245.2873001087755,41.42271012829084,304.517929005173,1625.2854004921285,0.008490661668919182,4.265429908480878,False,,,,,,Not Eligible,,
Diu,23.2659875,39.0,304.3015441894531,655.8043080716743,0.006429611739451935,6.036667465435202,False,,,,,,Not Eligible,,
North Goa,12430.668130263542,58.41691304670227,305.23422971707146,2143.7894898748104,0.007001972278583598,2.9167877679506753,True,60749.700312136265,0.40619118717828867,0.06936215403514993,0.006419244465047278,0.02677115503438539,Low Performance – Low Scale,2471872.947660642,198.8527826306176
South Goa,6248.2531990947,59.72451867967343,304.7932615857436,2096.1648972765747,0.006881756087134352,3.00430135877248,False,,,,,,Not Eligible,,
Ahmadabad,6840.191395549955,34.044509686267794,305.717151544352,755.448124851884,0.013138765222909068,7.037147880070996,False,,,,,,Not Eligible,,
Chhota Udaipur,2379.9082382444853,37.62029971060448,305.16836687333006,1041.6342016121255,0.013070368366427793,4.781399313091819,False,,,,,,Not Eligible,,
Batod,74.86516835937499,37.5,305.4963836669922,583.6162076200708,0.012240050480614686,5.709963151525196,False,,,,,,Not Eligible,,
Vadodara,6453.522445012256,36.806697466221685,305.51582926289103,970.4969856789494,0.012401360955192675,5.083512025819916,False,,,,,,Not Eligible,,
Aravali,1201.397787481617,34.86790530981799,305.0412850496764,907.5763058417274,0.014229389597664732,5.472030990430661,False,,,,,,Not Eligible,,
Sabar Kantha,2736.3232465716874,36.042142014162074,304.85586680049596,828.5303767380544,0.014217550336456124,5.293930111255797,False,,,,,,Not Eligible,,
Banas Kantha,56.781119921874996,21.45,305.1599657703953,465.7464738628073,0.014254802863859094,6.417628766836439,False,,,,,,Not Eligible,,
Surendranagar,1161.487312890625,33.716748768472904,304.9201531312013,512.5034369689397,0.012147712042387024,6.634450920210233,False,,,,,,Not Eligible,,
Anand,5565.743827075667,37.61720991741036,305.77343741400045,875.8472061915636,0.012761576146439114,6.180581362478559,False,,,,,,Not Eligible,,
Narmada,9672.44746570312,40.728855453931374,304.63221017937906,1150.2735759410818,0.011887880160683454,4.565339268069368,False,,,,,,Not Eligible,,
Amreli,11.546092578125,34.125,304.09479340812226,591.5947042156199,0.007306987705965144,5.708685658721159,False,,,,,,Not Eligible,,
Dohad,14042.892517110813,34.37021403374964,304.86885270039744,1027.5965436378876,0.014310074179352877,5.067173585368053,True,67682.4016369539,0.2824266913761155,0.04276002426461389,0.011266672717835933,0.025080779919076146,Low Performance – Low Scale,2750087.9181666686,195.8348619998177
The Dangs,16818.45799381293,52.978945885350925,303.20042206425,1601.53924819736,0.011021650118122174,4.584022703180725,True,81642.57113284204,0.3032580059904522,0.07078460104955873,0.019611884847731114,0.04236146851165562,Low Performance – Low Scale,3319739.3634679504,197.38666676155418
Mahesana,2970.6217099816167,29.522603820507406,305.5136256129105,704.199159169558,0.013922998785247376,5.723128812258153,False,,,,,,Not Eligible,,
Patan,51.21311328125,30.333333333333332,305.79682373046876,520.8296390560339,0.013919029137841479,6.397540985294778,False,,,,,,Not Eligible,,
Bharuch,4542.031997841605,39.64156084760092,305.48938328480193,1033.8594773679154,0.010688046893385865,4.85219589785964,False,,,,,,Not Eligible,,
Gir Somnath,156.90691874999996,38.27777777777778,304.23722206673966,633.672619954947,0.006364599566334231,5.943170880522797,False,,,,,,Not Eligible,,
Junagadh,5.80485703125,39.0,,,,,False,,,,,,Not Eligible,,
Navsari,23281.834984580433,42.88393129246414,305.1040836747871,1482.4504495885096,0.009545141847568828,4.965152298792033,True,112850.62325128082,0.2867507898402248,0.08430851475658735,0.0390451327808791,0.06196545239611446,Low Performance – Low Scale,4588027.336223857,197.06467893370555
Surat,20123.91092272073,42.92045094714626,305.2742204364978,1270.556451689193,0.009741652210808836,4.819190270259765,True,97286.22867950787,0.29287156801475905,0.0783331017931446,0.029550294194821927,0.0530385836260071,Low Performance – Low Scale,3954182.834030261,196.49176788821026
Tapi,5680.66215505053,41.068422112378,304.7347613137866,1468.1488743364548,0.010843691853002423,4.585011363617095,False,,,,,,Not Eligible,,
Valsad,29966.14559272065,42.78647135491067,304.42863409418334,1582.758383251172,0.009039956438638024,4.4538119139293855,True,145431.9829435419,0.30946090675077026,0.12863203966289652,0.05914265540654529,0.09426920000640132,Low Performance – Low Scale,5913395.943380686,197.3358877631951
Gandhinagar,5632.632167303934,35.51265933576283,305.6782169138699,789.7014549760628,0.013792180065962625,5.609209367819088,False,,,,,,Not Eligible,,
Mahisagar,12461.306280219078,35.02223212828208,305.2975341035346,952.5919828097906,0.014343375956674368,5.4036578605387495,True,60003.213850444576,0.2696144063929658,0.026431820439752236,0.0065113633009359125,0.015091938132012424,Low Performance – Low Scale,2437831.111112252,195.63206748092168
Morbi,40.108258203125,31.6875,304.51202392578125,509.7760505552287,0.011593526089410373,6.5760425010901535,False,,,,,,Not Eligible,,
Panch Mahals,16703.85167774204,36.50752345511205,305.169891213374,987.9683320273156,0.013862932233153814,5.268962442279712,True,80467.43667493711,0.2746186949640786,0.04976171664842977,0.01926730136481008,0.03404595874162796,Low Performance – Low Scale,3269406.7494363133,195.727716727323
Kheda,10295.667480026006,36.097559690085916,305.72333309350415,900.7072096310903,0.013582964187621395,6.16800403261317,True,49543.058968428064,0.24445135164877554,1e-06,1e-06,9.999999999999997e-07,Low Performance – Low Scale,2012718.3967256339,195.4917833768802
Bhavnagar,17.329373437500003,39.0,,,,,False,,,,,,Not Eligible,,
Rajkot,0.0,,304.51202392578125,509.7760505552287,0.011593526089410373,6.5760425010901535,False,,,,,,Not Eligible,,
Kachchh,0.0,,305.34295654296875,86.6757988667814,0.01340782173345213,9.471675065549267,False,,,,,,Not Eligible,,
Devbhumi Dwarka,0.0,,,,,,False,,,,,,Not Eligible,,
Jamnagar,0.0,,,,,,False,,,,,,Not Eligible,,
Porbandar,0.0,,,,,,False,,,,,,Not Eligible,,
Gurgaon,269.12091296721815,33.069942695659,303.92177144034963,766.626682956438,0.021691028841622485,4.307002158764513,False,,,,,,Not Eligible,,
Yamunanagar,8838.47313064034,51.09574646063725,303.74678940866505,1016.7542177992586,0.02078275874266184,3.494131594129938,False,,,,,,Not Eligible,,
Palwal,94.57099870710783,37.4956647398844,304.1953194742387,829.736119139701,0.02173741326260346,4.110669755581117,False,,,,,,Not Eligible,,
Panchkula,1391.5548863664212,47.446766261881905,303.05799767730434,961.7027922928992,0.020869723749461735,3.320085652546657,False,,,,,,Not Eligible,,
Mewat,185.35849363664215,40.44204503506829,304.2100821802171,810.7429054268572,0.02169803673707297,4.24683252267064,False,,,,,,Not Eligible,,
Jhajjar,306.03472968750015,57.107142857142854,303.9862908462635,662.2806676013203,0.021769704339877696,4.820049475658851,False,,,,,,Not Eligible,,
Bhiwani,0.0,,304.0520869387856,524.1906837472188,0.02203817363096555,5.033423900680891,False,,,,,,Not Eligible,,
Kaithal,829.3573043091299,46.69855183871847,303.92178979863974,631.3574233503145,0.02230077065356896,4.784765690379294,False,,,,,,Not Eligible,,
Sonipat,1066.6728993642762,23.9566213228704,303.83446419572033,695.5409096375967,0.021787732714797822,4.580412441011181,False,,,,,,Not Eligible,,
Karnal,736.1523317984065,26.58908399347957,303.78143789780205,810.6029225975691,0.0214502029482365,4.084540515238628,False,,,,,,Not Eligible,,
Kurukshetra,1721.9735751685084,41.416476728223984,303.8098050915802,788.246135015247,0.021658903487934422,4.104611316930831,False,,,,,,Not Eligible,,
Jind,152.05359453125,49.58571428571429,303.89724279466964,593.2094662562083,0.022144984940429623,4.852747110640898,False,,,,,,Not Eligible,,
Panipat,1232.4237142708337,28.160154479052977,303.79015636444086,740.3259710258907,0.021655731145801833,4.296699196575865,False,,,,,,Not Eligible,,
Fatehabad,70.39679648437499,24.0,304.24326958454833,454.9614822870866,0.022468151095509592,4.6975090502504235,False,,,,,,Not Eligible,,
Faridabad,530.3864815364577,32.49744128067183,304.09834515272513,822.9231193752446,0.021741890316404628,4.040575066517555,False,,,,,,Not Eligible,,
Sirsa,32.519371484375,26.0,304.36693758177523,394.34431595775834,0.022659005573853353,4.515275845683876,False,,,,,,Not Eligible,,
Hisar,973.1635789062486,29.635593220338983,304.1330132435278,496.36198151875413,0.022143948493227858,4.821199295880712,False,,,,,,Not Eligible,,
Rewari,16.460633203125,19.5,,,,,False,,,,,,Not Eligible,,
Rohtak,278.1607789062501,34.224489795918366,303.94507162750557,611.2706455362012,0.021895075369211887,4.995450979026827,False,,,,,,Not Eligible,,
Ambala,1266.2277496200982,39.957206427260445,303.87428770236625,902.5040883948212,0.02133206101912446,3.5394023147251987,False,,,,,,Not Eligible,,
Charkhi Dadri,10.93726875,39.0,304.0277048746745,595.9318438422633,0.0218209470950383,4.9487378305396845,False,,,,,,Not Eligible,,
Mahendragarh,10.987339453125,29.25,,,,,False,,,,,,Not Eligible,,
Una,3568.66869614277,63.8612170243508,301.42996921179434,907.3479091016019,0.022917491642315466,3.9838970027534075,False,,,,,,Not Eligible,,
Solan,1206.780500323224,67.25162170464195,300.0939115390443,992.5647946829006,0.020567396215901628,3.395088548168208,False,,,,,,Not Eligible,,
Sirmaur,4835.74054750153,80.844698803958,300.02486347124807,1124.5304001584395,0.019340015558680434,3.384511048048589,False,,,,,,Not Eligible,,
Kullu,1338.6985005775123,109.85313526167769,287.8081372390209,784.5371012736867,0.020486974673825185,3.3128617610288402,False,,,,,,Not Eligible,,
Chamba,2208.5524872564365,114.90176988535633,293.28040061293103,747.6265152551483,0.022986348085733667,3.2805382425747815,False,,,,,,Not Eligible,,
Shimla,2561.768996389399,127.53178012643708,294.28437873056805,1041.4791501340865,0.018074961892856758,3.218538818893629,False,,,,,,Not Eligible,,
Bilaspur,4830.447036515015,69.87300161905353,300.4427064338616,956.4092544010331,0.021373099553041307,3.6028867894967203,False,,,,,,Not Eligible,,
Kangra,45388.07508059174,71.68901141723705,299.49782485097484,885.6300893623321,0.022423800923389612,3.5907473152914493,True,218367.45416261852,0.35630483350535574,0.2238817493349701,0.10551132301999619,0.16570317980316593,Low Performance – High Scale,8871145.49882885,195.45101842448952
Mandi,17562.745551171723,82.89510397473019,296.1662751453236,955.4659330603505,0.020022169230709812,3.4849196546517107,True,84570.5200339787,0.36330992478853813,0.1051225584853492,0.021849712635955636,0.05607842984241648,Low Performance – Low Scale,3435972.6937610684,195.63983795983611
Hamirpur,5.603561328125,39.0,304.94249196589993,1325.6926708501303,0.020016355380034052,3.4627092076799366,False,,,,,,Not Eligible,,
Kinnaur,15.92293359375,130.0,290.76727294921875,802.8271863295231,0.018965318909860623,3.313197145808288,False,,,,,,Not Eligible,,
Lahul & Spiti,0.0,,286.77015686035156,578.4692878107307,0.02402482047015644,3.290836484135287,False,,,,,,Not Eligible,,
Anantnag,218.14235625000003,78.0,291.41737365722656,762.557875859784,0.025933150386279857,3.055087021730879,False,,,,,,Not Eligible,,
Baramula,67.12372578125002,93.0,293.4963609919202,1090.6382575261248,0.025760090357821057,2.507387027817976,False,,,,,,Not Eligible,,
Shupiyan,15.560920703125,97.5,291.1542510986328,927.0240151075996,0.02582818159330859,2.6145612571479555,False,,,,,,Not Eligible,,
Reasi,1017.4091647395833,76.67987659666593,298.90141537610225,981.2916637179648,0.023702152830625642,2.8125509590259767,False,,,,,,Not Eligible,,
Rajouri,1835.6647712025126,83.31416572271259,298.7423168068656,1108.936865744323,0.0234207943130674,2.5166862758391977,False,,,,,,Not Eligible,,
Jammu,2563.4434247977974,46.3296447148886,302.20948082949144,1019.0405494912185,0.0236812711534711,2.9777869187563706,False,,,,,,Not Eligible,,
Srinagar,26.73744545036764,72.76119402985074,294.7539426422119,855.545898614182,0.02704598288798348,2.9277956433628596,False,,,,,,Not Eligible,,
Doda,428.3855855468751,147.41071428571428,292.1061946427865,720.9406851769979,0.024270947339428278,3.2812716943881117,False,,,,,,Not Eligible,,
Pulwama,0.0,,294.53274063836955,848.033925945804,0.02705911570875224,2.9426160266877592,False,,,,,,Not Eligible,,
Ganderbal,55.814662037377445,93.38096723868954,294.65443903013715,848.7795293643165,0.027076920525280993,2.944156208468663,False,,,,,,Not Eligible,,
Udhampur,1649.3229631311258,68.82718992248064,296.80137432420435,906.9530355202493,0.02403178839667953,2.8608827928778675,False,,,,,,Not Eligible,,
Badgam,20.725075,87.75,293.3375937559895,915.1464345437574,0.026334226444776516,2.7144673684112424,False,,,,,,Not Eligible,,
Punch,3144.569030646445,71.83984154650611,294.9520886074965,1124.9542112996805,0.024106498028930206,2.3814531903910474,False,,,,,,Not Eligible,,
Kupwara,20.566325,243.75,290.57398986816406,1082.8553745086538,0.02664399869866436,2.4099750133486686,False,,,,,,Not Eligible,,
Samba,345.31871632812494,44.71906952965233,302.1184574556068,990.2336354393524,0.023844435371352533,3.013148895017864,False,,,,,,Not Eligible,,
Bandipore,46.3232296875,104.0,294.8450390043713,861.7405644241703,0.027017659230652417,2.9128174135987916,False,,,,,,Not Eligible,,
Kathua,3219.810911974567,63.93308984520043,300.41399808504684,889.6973186426231,0.023546946016759343,3.1843030745061474,False,,,,,,Not Eligible,,
Kishtwar,582.5544910156256,153.08267716535434,287.98765991011146,580.7182541097519,0.02528180575309609,3.4573264511695934,False,,,,,,Not Eligible,,
Kulgam,0.0,,291.6331024169922,1043.0609011586057,0.024385054262551872,2.4501525140069287,False,,,,,,Not Eligible,,
Ramban,26.004909375000004,94.71428571428571,296.01849434592503,868.8530681258602,0.024253636018522783,3.015440299990671,False,,,,,,Not Eligible,,
Jamtara,56847.76354348439,38.764396515818405,304.74616571944983,2188.971485037802,0.013827514153518553,2.743596297204783,True,277974.7848017908,0.4203955920902023,0.32661947348314685,0.1399668355878286,0.23272085416468496,High Performance – High Scale,11311280.568432223,198.97494401481455
Saraikela-Kharsawan,67966.25042875885,40.81184371548812,304.566170179176,1894.3839887144038,0.015171919037713505,3.0442706286114034,True,331133.2237570607,0.395300466635263,0.3357812649330999,0.17339646727906863,0.2577804482360147,High Performance – High Scale,13469446.120775355,198.17844938928644
Simdega,59030.05035671563,42.04872507999016,303.93898930978895,1937.8578398844015,0.016038408496619003,2.837528274047499,True,287750.781218914,0.41206809977351544,0.32554644723964493,0.14652825398618913,0.23655728437846021,High Performance – High Scale,11705422.414416445,198.2959923578104
Latehar,34606.09962018263,44.10687635168176,302.7890839391415,1871.538449087114,0.01688587385178282,2.8819422395484877,True,168554.02516010113,0.408260905200816,0.2274780205152018,0.07309347045924575,0.1444491854769498,High Performance – Low Scale,6856045.580970611,198.11668047594986
Khunti,54746.79302767883,44.09704137201308,303.16857256394934,1953.0964447019678,0.015718902014809508,2.9276128139925888,True,266921.77455698483,0.404585432436921,0.30396720582240366,0.13364990853990857,0.21881823221657318,High Performance – High Scale,10858325.305561073,198.33719392606852
Pashchimi Singhbhum,202010.71552062477,44.66564222525622,304.03743515732145,1909.448594293252,0.014986513695640783,2.7711467465043205,True,984384.8528527486,0.41787386419667755,0.6559913815316873,0.5764240684722812,0.6229249452951622,High Performance – High Scale,40042398.48371234,198.21918050492778
Hazaribagh,46628.69688726622,43.4836605567578,303.2438061887333,1972.714919015714,0.0163091414909527,2.7469004201668907,True,227396.66676654198,0.41988494818688943,0.287782287054736,0.10924146458450862,0.19534101563839598,High Performance – High Scale,9250678.25543283,198.3902376212252
Chatra,20342.602533762216,40.785976868478336,303.7230141030185,1860.3016083916855,0.017039627532488395,2.7906992047352692,True,99067.79357389577,0.41599597436049207,0.15016750653393524,0.030207827912000957,0.0790666577775916,Low Performance – Low Scale,4029590.842396789,198.08629872745914
Purbi Singhbhum,78969.16309001701,42.0253934470707,305.019747344815,2042.9261893230787,0.014006997026592284,2.9716171906878044,True,385447.91033150494,0.40115338114100363,0.3737849278163594,0.2064786053066715,0.294797023598367,High Performance – High Scale,15681702.109644316,198.5800722209596
Kodarma,19091.565086446142,43.72625964156886,303.8090818026539,1894.8243599997186,0.016204966212603242,2.838942429679857,True,93015.0766568888,0.4119339408093017,0.1390164098578663,0.026446369943190925,0.07157907282621626,Low Performance – Low Scale,3783559.496797341,198.1796400486537
Giridih,75974.22351822634,40.762758088253314,303.7558875541671,1988.254907743099,0.01528745288905962,2.823584048860402,True,370578.85279267235,0.413319510401736,0.37933852305113386,0.197473807454629,0.29215947085956623,High Performance – High Scale,15075736.423179671,198.43225405999678
Lohardaga,74512.37063026291,41.68270666821322,302.49776619795006,1915.684378877017,0.016410215917622248,2.8741354562593995,True,363121.90617438295,0.40895232026525624,0.3700274526330067,0.19307849682147835,0.28525543719416774,High Performance – High Scale,14771037.328378407,198.2360405854435
Sahibganj,45291.22014369156,45.60038610038609,303.8384567721205,2610.049966472736,0.012543044190184923,2.846359427520221,True,222616.92383264808,0.4116155884264889,0.2771173819654641,0.10522011209341411,0.1881212104420989,High Performance – High Scale,9063381.874827588,200.11344022247528
Godda,58670.22586650058,40.15649802328197,303.8776158386113,2373.4690473989967,0.013166509248236343,2.8945606948543263,True,287539.82354616857,0.4075206132745359,0.3209577859587363,0.14544638013901048,0.23385675337943418,High Performance – High Scale,11703171.821226088,199.4737816052681
Palamu,47877.737735775845,37.54640653015753,304.3680951219108,1705.8587815617716,0.01777821103569342,2.9643212418362257,True,232716.5360215638,0.40143718906436215,0.27627263397618324,0.11299691943765881,0.19320989409587186,High Performance – High Scale,9463931.230667865,197.66872200388238
Dhanbad,35170.19303524509,40.34073831144849,304.6986055072985,2025.3488935362668,0.014665869531760134,2.7653442234135777,True,171628.13183852812,0.4184091583722251,0.2374267138634869,0.07478951375178829,0.14957328530914343,High Performance – Low Scale,6982428.015406457,198.53254738775985
Dumka,132647.1170642592,39.84063462845006,304.27683111615653,2332.4772287899928,0.013314763235843137,2.84768405568948,True,649768.5507190998,0.4114380756920577,0.51579191104856,0.3678705509746413,0.4505704702855255,High Performance – High Scale,26444920.495735176,199.36294946330628
Bokaro,45207.51361198547,40.341057273028916,304.22873831954666,2014.530166495626,0.015442951748063871,2.8239223178678836,True,220580.0391225549,0.41327733877767825,0.2768477481876874,0.10496843409496348,0.1878313520463183,High Performance – High Scale,8973840.46133677,198.50329611928964
Deoghar,83967.13028487717,38.475705768777466,304.06135132242457,2176.5243891344917,0.014020679059076451,2.8044773267314103,True,410520.24400193075,0.4150671013242217,0.4043205104694246,0.22150584815482915,0.31782608808425655,High Performance – High Scale,16704529.218459643,198.94129002367725
Gumla,190130.65985933185,41.8817461373616,302.61777929540955,1877.5598131232787,0.0163188980734351,2.975319602832688,True,926128.0642148606,0.4006700404360098,0.6028924557477829,0.5407046500544351,0.577202165053939,High Performance – High Scale,37671150.579492636,198.1329608142297
Ramgarh,27988.66715079381,41.58097443747059,303.4881126818014,2050.867191775637,0.015849525256618913,2.794417123508971,True,136625.89978003834,0.4157773666275319,0.19900055485215734,0.053197028391547954,0.11739984448663454,Low Performance – Low Scale,5558592.477220158,198.60154280560323
Garhwa,33698.08330029078,38.102659895518975,304.12287589511584,1669.7343908133491,0.01792161776020584,2.975717993076296,True,163720.81678374513,0.400509479230315,0.2174754747574891,0.07036336415459904,0.1384792844293201,Low Performance – Low Scale,6657765.70840483,197.57105023084145
Ranchi,189372.77779056426,41.533074023678644,303.2875451978414,1995.8899789817578,0.015767698879182244,2.9039634831143464,True,923789.3561352522,0.4065262767445717,0.613269197594877,0.5384259480434762,0.582158286774634,High Performance – High Scale,37581576.456240475,198.45289747929667
Pakur,64847.780524937785,41.455122478942904,304.2320505221105,2458.085374663037,0.012764951090571304,2.8728951353115,True,318147.00336562097,0.4093612663653097,0.34289086333079566,0.16402025436442963,0.2553010143131028,High Performance – High Scale,12950268.044288347,199.7025640578124
Mandya,20874.901723771516,42.464128854407775,302.25803844630707,1061.9498973758189,0.008919832265564557,2.8800205457434576,True,100653.87160587475,0.40908660064586067,0.14944938837550725,0.031808276431225614,0.08048455367131926,Low Performance – Low Scale,4089972.4282939355,195.92774530940358
Mysore,55924.957514182024,42.90978955822177,301.88565759531286,1607.2912256814193,0.008155773083057202,2.5604583327405583,True,271498.3720851437,0.4377695190868931,0.3374779824690784,0.13719226149331842,0.2354393838413246,High Performance – High Scale,11039710.696383854,197.40221874257645
Chikkaballapura,7109.861766640621,39.2498140886966,302.94248642331286,727.2550274334785,0.010933194963310324,3.6083515241261215,False,,,,,,Not Eligible,,
Yadgir,10545.936003474277,44.69560591528054,305.61515736626916,783.6352725986862,0.012859070152926028,4.356343298920537,True,50672.81604711623,0.31401106199910916,0.014442678859662971,0.0007524751028727441,0.004429814157160546,Low Performance – Low Scale,2058305.6818698712,195.17524866372966
Chikmagalur,21329.15113582568,54.1492735413716,301.97900589992094,1166.7298756107045,0.008624217380965724,2.965559426574796,True,102979.08849462103,0.40207602757695593,0.14952214906339945,0.033174054949258035,0.08187338420561617,Low Performance – Low Scale,4185015.043674455,196.21104548530585
Chitradurga,5953.17300459558,39.1647007191683,303.41787817800144,699.3040514932229,0.010485454576156718,3.832879884092277,False,,,,,,Not Eligible,,
Haveri,55487.53320526169,40.39758092053588,303.0948984086344,1005.6922104076007,0.009098410829336134,3.2933211415849724,True,267359.3779395639,0.37718629773258056,0.27702195037386257,0.1358770705243594,0.20833727508031738,High Performance – High Scale,10863107.207927566,195.7756378850422
Dakshina Kannada,40830.67857080162,79.60763725926257,304.4449777414483,2675.209842988568,0.006546491406880187,2.552462824604321,True,200852.95267461185,0.4386917993293011,0.2793057231918797,0.0918087312586114,0.17897876012941433,High Performance – High Scale,8177960.974964212,200.2896170531034
Raichur,22664.336771920975,43.034159564626414,305.52006765895345,712.5332420245858,0.012664032857724147,4.2252910980977845,True,108803.96954430683,0.32061788807603153,0.10945676295272311,0.03718851883401693,0.07107373075128758,Low Performance – Low Scale,4419160.505074843,194.9830056597895
Kolar,2929.4676848514077,48.45297097085537,302.79520440628835,815.3317601657241,0.010790209082182346,3.788166306636706,False,,,,,,Not Eligible,,
Bijapur,227.48879695006138,36.30529238810846,305.2344829308941,715.182213954397,0.012316184505033306,4.2891450010399,False,,,,,,Not Eligible,,
Uttara Kannada,41200.02295150131,48.58324521755853,303.2529824633819,1909.6170848572176,0.007316095670344378,3.056455552684722,True,200765.40540438902,0.394962517839778,0.245792531862098,0.09291922828409899,0.16656488434789596,High Performance – High Scale,8166653.555250164,198.21963606339628
Davanagere,24176.510592303814,39.91264074960918,303.36916378578223,747.0893388021983,0.009995393459544777,3.7055699842041494,True,116113.85598599428,0.34992163816653327,0.13651591293988338,0.041735127953598204,0.08497881415168126,Low Performance – Low Scale,4716267.548785495,195.07643713840324
Dharwad,30232.773908967156,40.24989717759487,303.2119616789809,941.4410749273975,0.009745236252493185,3.390114812459655,True,145555.36291750698,0.3703799694729115,0.17914389004640222,0.05994431902341577,0.11561665829876218,Low Performance – Low Scale,5913588.565302092,195.60191807434842
Bidar,13272.187927348292,40.58381003372946,305.0103618714867,1083.889189025441,0.013584507965645917,4.39255534836928,True,64012.95241967141,0.312200489663402,0.051010653830682304,0.008949417605305094,0.02542813120652429,Low Performance – Low Scale,2601177.143986594,195.9870639434424
Chamarajanagar,9278.546830482539,45.62531241303456,302.4224255063118,1092.3131298525595,0.008410096505039799,2.768761476743502,False,,,,,,Not Eligible,,
Gulbarga,1464.9420712775736,39.96001963321583,305.4417681043195,888.784867401417,0.013131051330953504,4.511305578112902,False,,,,,,Not Eligible,,
Gadag,440.9119371752454,40.61877675152061,304.00843252262604,671.4995537772013,0.010847858270194853,3.975066242851427,False,,,,,,Not Eligible,,
